  -4.8485858e+10   2.1421378e-19
  -4.8476160e+10   2.1407705e-19
  -4.8466463e+10   2.1394032e-19
  -4.8456766e+10   2.1380358e-19
  -4.8447069e+10   2.1366685e-19
  -4.8437372e+10   2.1353011e-19
  -4.8427675e+10   2.1339338e-19
  -4.8417977e+10   2.1325665e-19
  -4.8408280e+10   2.1311991e-19
  -4.8398583e+10   2.1298318e-19
  -4.8388886e+10   2.1284645e-19
  -4.8379189e+10   2.1270971e-19
  -4.8369491e+10   2.1257298e-19
  -4.8359794e+10   2.1243625e-19
  -4.8350097e+10   2.1229951e-19
  -4.8340400e+10   2.1216278e-19
  -4.8330703e+10   2.1192257e-19
  -4.8321006e+10   2.1165649e-19
  -4.8311308e+10   2.1139042e-19
  -4.8301611e+10   2.1112434e-19
  -4.8291914e+10   2.1085827e-19
  -4.8282217e+10   2.1059219e-19
  -4.8272520e+10   2.1032611e-19
  -4.8262823e+10   2.1006004e-19
  -4.8253125e+10   2.0979396e-19
  -4.8243428e+10   2.0952788e-19
  -4.8233731e+10   2.0926181e-19
  -4.8224034e+10   2.0899573e-19
  -4.8214337e+10   2.0872965e-19
  -4.8204640e+10   2.0846358e-19
  -4.8194942e+10   2.0819750e-19
  -4.8185245e+10   2.0793143e-19
  -4.8175548e+10   2.0767943e-19
  -4.8165851e+10   2.0750722e-19
  -4.8156154e+10   2.0733500e-19
  -4.8146457e+10   2.0716279e-19
  -4.8136759e+10   2.0699058e-19
  -4.8127062e+10   2.0681836e-19
  -4.8117365e+10   2.0664615e-19
  -4.8107668e+10   2.0647393e-19
  -4.8097971e+10   2.0630172e-19
  -4.8088274e+10   2.0612951e-19
  -4.8078576e+10   2.0595729e-19
  -4.8068879e+10   2.0578508e-19
  -4.8059182e+10   2.0561287e-19
  -4.8049485e+10   2.0544065e-19
  -4.8039788e+10   2.0526844e-19
  -4.8030090e+10   2.0509623e-19
  -4.8020393e+10   2.0492401e-19
  -4.8010696e+10   2.0475180e-19
  -4.8000999e+10   2.0457959e-19
  -4.7991302e+10   2.0440737e-19
  -4.7981605e+10   2.0423516e-19
  -4.7971907e+10   2.0406295e-19
  -4.7962210e+10   2.0389073e-19
  -4.7952513e+10   2.0371852e-19
  -4.7942816e+10   2.0354631e-19
  -4.7933119e+10   2.0337671e-19
  -4.7923422e+10   2.0323069e-19
  -4.7913724e+10   2.0308467e-19
  -4.7904027e+10   2.0293865e-19
  -4.7894330e+10   2.0279264e-19
  -4.7884633e+10   2.0264662e-19
  -4.7874936e+10   2.0250060e-19
  -4.7865239e+10   2.0235458e-19
  -4.7855541e+10   2.0220856e-19
  -4.7845844e+10   2.0206254e-19
  -4.7836147e+10   2.0191652e-19
  -4.7826450e+10   2.0177050e-19
  -4.7816753e+10   2.0162448e-19
  -4.7807056e+10   2.0147846e-19
  -4.7797358e+10   2.0133244e-19
  -4.7787661e+10   2.0118642e-19
  -4.7777964e+10   2.0104041e-19
  -4.7768267e+10   2.0089439e-19
  -4.7758570e+10   2.0074837e-19
  -4.7748873e+10   2.0060235e-19
  -4.7739175e+10   2.0045633e-19
  -4.7729478e+10   2.0031031e-19
  -4.7719781e+10   2.0016429e-19
  -4.7710084e+10   2.0001827e-19
  -4.7700387e+10   1.9987225e-19
  -4.7690689e+10   1.9972623e-19
  -4.7680992e+10   1.9958021e-19
  -4.7671295e+10   1.9943419e-19
  -4.7661598e+10   1.9928818e-19
  -4.7651901e+10   1.9914216e-19
  -4.7642204e+10   1.9899614e-19
  -4.7632506e+10   1.9885012e-19
  -4.7622809e+10   1.9870410e-19
  -4.7613112e+10   1.9855808e-19
  -4.7603415e+10   1.9841206e-19
  -4.7593718e+10   1.9826604e-19
  -4.7584021e+10   1.9812002e-19
  -4.7574323e+10   1.9797400e-19
  -4.7564626e+10   1.9786519e-19
  -4.7554929e+10   1.9778682e-19
  -4.7545232e+10   1.9770846e-19
  -4.7535535e+10   1.9763009e-19
  -4.7525838e+10   1.9755172e-19
  -4.7516140e+10   1.9747335e-19
  -4.7506443e+10   1.9739499e-19
  -4.7496746e+10   1.9731662e-19
  -4.7487049e+10   1.9723825e-19
  -4.7477352e+10   1.9715988e-19
  -4.7467655e+10   1.9708151e-19
  -4.7457957e+10   1.9700315e-19
  -4.7448260e+10   1.9692478e-19
  -4.7438563e+10   1.9684641e-19
  -4.7428866e+10   1.9676804e-19
  -4.7419169e+10   1.9668968e-19
  -4.7409472e+10   1.9661131e-19
  -4.7399774e+10   1.9653294e-19
  -4.7390077e+10   1.9645457e-19
  -4.7380380e+10   1.9637621e-19
  -4.7370683e+10   1.9629784e-19
  -4.7360986e+10   1.9621947e-19
  -4.7351288e+10   1.9614110e-19
  -4.7341591e+10   1.9606273e-19
  -4.7331894e+10   1.9598437e-19
  -4.7322197e+10   1.9590600e-19
  -4.7312500e+10   1.9582763e-19
  -4.7302803e+10   1.9574926e-19
  -4.7293105e+10   1.9567090e-19
  -4.7283408e+10   1.9559253e-19
  -4.7273711e+10   1.9551416e-19
  -4.7264014e+10   1.9543579e-19
  -4.7254317e+10   1.9535742e-19
  -4.7244620e+10   1.9527906e-19
  -4.7234922e+10   1.9520069e-19
  -4.7225225e+10   1.9512232e-19
  -4.7215528e+10   1.9504395e-19
  -4.7205831e+10   1.9496559e-19
  -4.7196134e+10   1.9488722e-19
  -4.7186437e+10   1.9480885e-19
  -4.7176739e+10   1.9473048e-19
  -4.7167042e+10   1.9465212e-19
  -4.7157345e+10   1.9461069e-19
  -4.7147648e+10   1.9457579e-19
  -4.7137951e+10   1.9454089e-19
  -4.7128254e+10   1.9450599e-19
  -4.7118556e+10   1.9447109e-19
  -4.7108859e+10   1.9443618e-19
  -4.7099162e+10   1.9440128e-19
  -4.7089465e+10   1.9436638e-19
  -4.7079768e+10   1.9433148e-19
  -4.7070071e+10   1.9429658e-19
  -4.7060373e+10   1.9426167e-19
  -4.7050676e+10   1.9422677e-19
  -4.7040979e+10   1.9419187e-19
  -4.7031282e+10   1.9415697e-19
  -4.7021585e+10   1.9412207e-19
  -4.7011887e+10   1.9408716e-19
  -4.7002190e+10   1.9405226e-19
  -4.6992493e+10   1.9401736e-19
  -4.6982796e+10   1.9398246e-19
  -4.6973099e+10   1.9394756e-19
  -4.6963402e+10   1.9391265e-19
  -4.6953704e+10   1.9387775e-19
  -4.6944007e+10   1.9384285e-19
  -4.6934310e+10   1.9380795e-19
  -4.6924613e+10   1.9377305e-19
  -4.6914916e+10   1.9373814e-19
  -4.6905219e+10   1.9370324e-19
  -4.6895521e+10   1.9366834e-19
  -4.6885824e+10   1.9363344e-19
  -4.6876127e+10   1.9359854e-19
  -4.6866430e+10   1.9356363e-19
  -4.6856733e+10   1.9352873e-19
  -4.6847036e+10   1.9349383e-19
  -4.6837338e+10   1.9347812e-19
  -4.6827641e+10   1.9347812e-19
  -4.6817944e+10   1.9347812e-19
  -4.6808247e+10   1.9347812e-19
  -4.6798550e+10   1.9347812e-19
  -4.6788853e+10   1.9347812e-19
  -4.6779155e+10   1.9347812e-19
  -4.6769458e+10   1.9347812e-19
  -4.6759761e+10   1.9347812e-19
  -4.6750064e+10   1.9347812e-19
  -4.6740367e+10   1.9347812e-19
  -4.6730669e+10   1.9347812e-19
  -4.6720972e+10   1.9347812e-19
  -4.6711275e+10   1.9347812e-19
  -4.6701578e+10   1.9347812e-19
  -4.6691881e+10   1.9347812e-19
  -4.6682184e+10   1.9347812e-19
  -4.6672486e+10   1.9347812e-19
  -4.6662789e+10   1.9347812e-19
  -4.6653092e+10   1.9347812e-19
  -4.6643395e+10   1.9347812e-19
  -4.6633698e+10   1.9347812e-19
  -4.6624001e+10   1.9347812e-19
  -4.6614303e+10   1.9347812e-19
  -4.6604606e+10   1.9347812e-19
  -4.6594909e+10   1.9347812e-19
  -4.6585212e+10   1.9347812e-19
  -4.6575515e+10   1.9349274e-19
  -4.6565818e+10   1.9352198e-19
  -4.6556120e+10   1.9355122e-19
  -4.6546423e+10   1.9358046e-19
  -4.6536726e+10   1.9360970e-19
  -4.6527029e+10   1.9363894e-19
  -4.6517332e+10   1.9366818e-19
  -4.6507635e+10   1.9369741e-19
  -4.6497937e+10   1.9372665e-19
  -4.6488240e+10   1.9375589e-19
  -4.6478543e+10   1.9378513e-19
  -4.6468846e+10   1.9381437e-19
  -4.6459149e+10   1.9384361e-19
  -4.6449452e+10   1.9387285e-19
  -4.6439754e+10   1.9390208e-19
  -4.6430057e+10   1.9393132e-19
  -4.6420360e+10   1.9396056e-19
  -4.6410663e+10   1.9398980e-19
  -4.6400966e+10   1.9401904e-19
  -4.6391268e+10   1.9404828e-19
  -4.6381571e+10   1.9407752e-19
  -4.6371874e+10   1.9410675e-19
  -4.6362177e+10   1.9413599e-19
  -4.6352480e+10   1.9416523e-19
  -4.6342783e+10   1.9419447e-19
  -4.6333085e+10   1.9422371e-19
  -4.6323388e+10   1.9425295e-19
  -4.6313691e+10   1.9428219e-19
  -4.6303994e+10   1.9431143e-19
  -4.6294297e+10   1.9434066e-19
  -4.6284600e+10   1.9436990e-19
  -4.6274902e+10   1.9439914e-19
  -4.6265205e+10   1.9442838e-19
  -4.6255508e+10   1.9445762e-19
  -4.6245811e+10   1.9448686e-19
  -4.6236114e+10   1.9451610e-19
  -4.6226417e+10   1.9454533e-19
  -4.6216719e+10   1.9457457e-19
  -4.6207022e+10   1.9460381e-19
  -4.6197325e+10   1.9463305e-19
  -4.6187628e+10   1.9471807e-19
  -4.6177931e+10   1.9482169e-19
  -4.6168234e+10   1.9492530e-19
  -4.6158536e+10   1.9502892e-19
  -4.6148839e+10   1.9513254e-19
  -4.6139142e+10   1.9523615e-19
  -4.6129445e+10   1.9533977e-19
  -4.6119748e+10   1.9544338e-19
  -4.6110051e+10   1.9554700e-19
  -4.6100353e+10   1.9565062e-19
  -4.6090656e+10   1.9575423e-19
  -4.6080959e+10   1.9585785e-19
  -4.6071262e+10   1.9596146e-19
  -4.6061565e+10   1.9606508e-19
  -4.6051867e+10   1.9616869e-19
  -4.6042170e+10   1.9627231e-19
  -4.6032473e+10   1.9637593e-19
  -4.6022776e+10   1.9647954e-19
  -4.6013079e+10   1.9658316e-19
  -4.6003382e+10   1.9668677e-19
  -4.5993684e+10   1.9679039e-19
  -4.5983987e+10   1.9689401e-19
  -4.5974290e+10   1.9699762e-19
  -4.5964593e+10   1.9710124e-19
  -4.5954896e+10   1.9720485e-19
  -4.5945199e+10   1.9730847e-19
  -4.5935501e+10   1.9741209e-19
  -4.5925804e+10   1.9751570e-19
  -4.5916107e+10   1.9761932e-19
  -4.5906410e+10   1.9772293e-19
  -4.5896713e+10   1.9782655e-19
  -4.5887016e+10   1.9793017e-19
  -4.5877318e+10   1.9803378e-19
  -4.5867621e+10   1.9813740e-19
  -4.5857924e+10   1.9824101e-19
  -4.5848227e+10   1.9834463e-19
  -4.5838530e+10   1.9844824e-19
  -4.5828833e+10   1.9855186e-19
